0.0	1.0,1.0,1.0,1.0,1.0	0.7	0.7,0.7,0.7,0.7,0.7
0.0	1.0,1.0,1.0,1.0,1.0	0.75	0.75,0.75,0.75,0.75,0.75
0.0	1.0,1.0,1.0,1.0,1.0	0.8	0.8,0.8,0.8,0.8,0.8
0.0	1.0,1.0,1.0,1.0,1.0	0.85	0.85,0.85,0.85,0.85,0.85
0.0	1.0,1.0,1.0,1.0,1.0	0.9	0.9,0.9,0.9,0.9,0.9
0.0	1.0,1.0,1.0,1.0,1.0	0.95	0.95,0.95,0.95,0.95,0.95
0.0	1.0,1.0,1.0,1.0,1.0	1.0	1.0,1.0,1.0,1.0,1.0
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.0	0.0,0.0,0.0,0.0,0.0,0.0
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.05	0.30000000000000004,0.15000000000000002,0.10000000000000002,0.07500000000000001,0.06000000000000001,0.05000000000000001
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.1	0.6000000000000001,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.12000000000000002,0.10000000000000002
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.15	0.8999999999999999,0.44999999999999996,0.3,0.22499999999999998,0.18,0.15
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.2	1.0,0.6000000000000001,0.4000000000000001,0.30000000000000004,0.24000000000000005,0.20000000000000004
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.25	1.0,0.75,0.5,0.375,0.3,0.25
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.3	1.0,0.8999999999999999,0.6,0.44999999999999996,0.36,0.3
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.35	1.0,1.0,0.6999999999999998,0.5249999999999999,0.41999999999999993,0.3499999999999999
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.4	1.0,1.0,0.8000000000000002,0.6000000000000001,0.4800000000000001,0.4000000000000001
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.45	1.0,1.0,0.9,0.675,0.54,0.45
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.5	1.0,1.0,1.0,0.75,0.6,0.5
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.55	1.0,1.0,1.0,0.8250000000000001,0.66,0.55
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.6	1.0,1.0,1.0,0.8999999999999999,0.72,0.6
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.65	1.0,1.0,1.0,0.9750000000000001,0.78,0.65
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.7	1.0,1.0,1.0,1.0,0.8399999999999999,0.6999999999999998
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.75	1.0,1.0,1.0,1.0,0.9,0.75
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.8	1.0,1.0,1.0,1.0,0.9600000000000002,0.8000000000000002
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.85	1.0,1.0,1.0,1.0,1.0,0.85
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.9	1.0,1.0,1.0,1.0,1.0,0.9
0.0	0.25,0.5,0.75,1.0,1.25,1.5	0.95	1.0,1.0,1.0,1.0,1.0,0.9499999999999998
0.0	0.25,0.5,0.75,1.0,1.25,1.5	1.0	1.0,1.0,1.0,1.0,1.0,1.0
0.05	1.0	0.0	0.0
0.05	1.0	0.05	0.05
0.05	1.0	0.1	0.1
0.05	1.0	0.15	0.15
0.05	1.0	0.2	0.2
0.05	1.0	0.25	0.25
0.05	1.0	0.3	0.3
0.05	1.0	0.35	0.35
0.05	1.0	0.4	0.4
0.05	1.0	0.45	0.45
0.05	1.0	0.5	0.5
0.05	1.0	0.55	0.55
0.05	1.0	0.6	0.6
0.05	1.0	0.65	0.65
0.05	1.0	0.7	0.7
0.05	1.0	0.75	0.75
0.05	1.0	0.8	0.8
0.05	1.0	0.85	0.85
0.05	1.0	0.9	0.9
0.05	1.0	0.95	0.95
0.05	1.0	1.0	1.0
0.05	1.0,1.0	0.0	0.0,0.0
0.05	1.0,1.0	0.05	0.052500000000000005,0.0025000000000000022
0.05	1.0,1.0	0.1	0.10500000000000001,0.05500000000000001
0.05	1.0,1.0	0.15	0.1575,0.1075
0.05	1.0,1.0	0.2	0.21000000000000002,0.16000000000000003
0.05	1.0,1.0	0.25	0.2625,0.21250000000000002
0.05	1.0,1.0	0.3	0.315,0.265
0.05	1.0,1.0	0.35	0.3675,0.3175
0.05	1.0,1.0	0.4	0.42000000000000004,0.37000000000000005
0.05	1.0,1.0	0.45	0.47250000000000003,0.42250000000000004
0.05	1.0,1.0	0.5	0.525,0.47500000000000003
0.05	1.0,1.0	0.55	0.5775000000000001,0.5275000000000001
0.05	1.0,1.0	0.6	0.63,0.58
0.05	1.0,1.0	0.65	0.6825000000000001,0.6325000000000001
0.05	1.0,1.0	0.7	0.735,0.6849999999999999
0.05	1.0,1.0	0.75	0.7875000000000001,0.7375
0.05	1.0,1.0	0.8	0.8400000000000001,0.79
0.05	1.0,1.0	0.85	0.8925,0.8424999999999999
0.05	1.0,1.0	0.9	0.9450000000000001,0.895
0.05	1.0,1.0	0.95	0.9974999999999999,0.9474999999999999
0.05	1.0,1.0	1.0	1.0,1.0
0.05	1.0,1.0,1.0	0.0	0.0,0.0,0.0
0.05	1.0,1.0,1.0	0.05	0.05500000000000001,0.0050000000000000044,0.0
0.05	1.0,1.0,1.0	0.1	0.11000000000000001,0.06000000000000001,0.010000000000000009
0.05	1.0,1.0,1.0	0.15	0.165,0.115,0.065
0.05	1.0,1.0,1.0	0.2	0.22000000000000003,0.17000000000000004,0.12000000000000002
0.05	1.0,1.0,1.0	0.25	0.275,0.22500000000000003,0.17500000000000002
0.05	1.0,1.0,1.0	0.3	0.33,0.28,0.23
0.05	1.0,1.0,1.0	0.35	0.385,0.335,0.28500000000000003
0.05	1.0,1.0,1.0	0.4	0.44000000000000006,0.39000000000000007,0.3400000000000001
0.05	1.0,1.0,1.0	0.45	0.49500000000000005,0.44500000000000006,0.395
0.05	1.0,1.0,1.0	0.5	0.55,0.5,0.45000000000000007
0.05	1.0,1.0,1.0	0.55	0.6050000000000001,0.555,0.5050000000000001
0.05	1.0,1.0,1.0	0.6	0.66,0.61,0.56
0.05	1.0,1.0,1.0	0.65	0.7150000000000001,0.665,0.6150000000000001
0.05	1.0,1.0,1.0	0.7	0.77,0.72,0.67
0.05	1.0,1.0,1.0	0.75	0.8250000000000001,0.775,0.7250000000000001
0.05	1.0,1.0,1.0	0.8	0.8800000000000001,0.8300000000000001,0.7800000000000001
0.05	1.0,1.0,1.0	0.85	0.935,0.885,0.8350000000000001
0.05	1.0,1.0,1.0	0.9	0.9900000000000001,0.9400000000000001,0.8900000000000001
0.05	1.0,1.0,1.0	0.95	1.0,0.9949999999999999,0.945
0.05	1.0,1.0,1.0	1.0	1.0,1.0,1.0
0.05	3.0,1.0	0.0	0.0,0.0
0.05	3.0,1.0	0.05	0.05000000000000001,0.0
0.05	3.0,1.0	0.1	0.10000000000000002,0.15000000000000005
0.05	3.0,1.0	0.15	0.15,0.3
0.05	3.0,1.0	0.2	0.20000000000000004,0.4500000000000001
0.05	3.0,1.0	0.25	0.25,0.6000000000000001
0.05	3.0,1.0	0.3	0.3,0.75
0.05	3.0,1.0	0.35	0.3499999999999999,0.8999999999999999
0.05	3.0,1.0	0.4	0.4000000000000001,1.0
0.05	3.0,1.0	0.45	0.45,1.0
0.05	3.0,1.0	0.5	0.5,1.0
0.05	3.0,1.0	0.55	0.55,1.0
0.05	3.0,1.0	0.6	0.6,1.0
0.05	3.0,1.0	0.65	0.65,1.0
0.05	3.0,1.0	0.7	0.6999999999999998,1.0
0.05	3.0,1.0	0.75	0.75,1.0
0.05	3.0,1.0	0.8	0.8000000000000002,1.0
0.05	3.0,1.0	0.85	0.85,1.0
0.05	3.0,1.0	0.9	0.9,1.0
0.05	3.0,1.0	0.95	0.9499999999999998,1.0
0.05	3.0,1.0	1.0	1.0,1.0
0.05	0.5,2.0,1.25	0.0	0.0,0.0,0.0
0.05	0.5,2.0,1.25	0.05	0.2025,0.038125000000000006,0.0
0.05	0.5,2.0,1.25	0.1	0.405,0.08875000000000001,0.06200000000000001
0.05	0.5,2.0,1.25	0.15	0.6074999999999999,0.13937499999999997,0.14299999999999996
0.05	0.5,2.0,1.25	0.2	0.81,0.19,0.22400000000000003
0.05	0.5,2.0,1.25	0.25	1.0,0.24062499999999998,0.305
0.05	0.5,2.0,1.25	0.3	1.0,0.29124999999999995,0.38599999999999995
0.05	0.5,2.0,1.25	0.35	1.0,0.34187499999999993,0.4669999999999999
0.05	0.5,2.0,1.25	0.4	1.0,0.3925,0.548
0.05	0.5,2.0,1.25	0.45	1.0,0.443125,0.629
0.05	0.5,2.0,1.25	0.5	1.0,0.49374999999999997,0.71
0.05	0.5,2.0,1.25	0.55	1.0,0.544375,0.791
0.05	0.5,2.0,1.25	0.6	1.0,0.595,0.8719999999999999
0.05	0.5,2.0,1.25	0.65	1.0,0.645625,0.953
0.05	0.5,2.0,1.25	0.7	1.0,0.6962499999999999,1.0
0.05	0.5,2.0,1.25	0.75	1.0,0.746875,1.0
0.05	0.5,2.0,1.25	0.8	1.0,0.7975000000000001,1.0
0.05	0.5,2.0,1.25	0.85	1.0,0.848125,1.0
0.05	0.5,2.0,1.25	0.9	1.0,0.89875,1.0
0.05	0.5,2.0,1.25	0.95	1.0,0.949375,1.0
0.05	0.5,2.0,1.25	1.0	1.0,1.0,1.0
0.05	2.0,0.0,1.0	0.0	0.0,0.0,0.0
0.05	2.0,0.0,1.0	0.05	0.05,0.0,0.0
0.05	2.0,0.0,1.0	0.1	0.1,0.0,0.1
0.05	2.0,0.0,1.0	0.15	0.15,0.0,0.19999999999999998
0.05	2.0,0.0,1.0	0.2	0.2,0.0,0.30000000000000004
0.05	2.0,0.0,1.0	0.25	0.25,0.0,0.4
0.05	2.0,0.0,1.0	0.3	0.3,0.0,0.5
0.05	2.0,0.0,1.0	0.35	0.35,0.0,0.6
0.05	2.0,0.0,1.0	0.4	0.4,0.0,0.7000000000000001
0.05	2.0,0.0,1.0	0.45	0.45,0.0,0.8
0.05	2.0,0.0,1.0	0.5	0.5,0.0,0.9
0.05	2.0,0.0,1.0	0.55	0.55,0.0,1.0
0.05	2.0,0.0,1.0	0.6	0.6,0.0,1.0
0.05	2.0,0.0,1.0	0.65	0.65,0.0,1.0
0.05	2.0,0.0,1.0	0.7	0.7,0.0,1.0
0.05	2.0,0.0,1.0	0.75	0.75,0.0,1.0
0.05	2.0,0.0,1.0	0.8	0.8,0.0,1.0
0.05	2.0,0.0,1.0	0.85	0.85,0.0,1.0
0.05	2.0,0.0,1.0	0.9	0.9,0.0,1.0
0.05	2.0,0.0,1.0	0.95	0.95,0.0,1.0
0.05	2.0,0.0,1.0	1.0	1.0,0.0,1.0
0.05	1.0,1.0,1.0,1.0,1.0	0.0	0.0,0.0,0.0,0.0,0.0
0.05	1.0,1.0,1.0,1.0,1.0	0.05	0.06,0.009999999999999995,0.0,0.0,0.0
0.05	1.0,1.0,1.0,1.0,1.0	0.1	0.12,0.06999999999999999,0.01999999999999999,0.0,0.0
0.05	1.0,1.0,1.0,1.0,1.0	0.15	0.18,0.13,0.07999999999999999,0.029999999999999975,0.0
0.05	1.0,1.0,1.0,1.0,1.0	0.2	0.24,0.19,0.13999999999999999,0.08999999999999998,0.03999999999999998
0.05	1.0,1.0,1.0,1.0,1.0	0.25	0.3,0.25,0.19999999999999998,0.15,0.09999999999999998
0.05	1.0,1.0,1.0,1.0,1.0	0.3	0.36,0.31,0.26,0.21,0.15999999999999998
0.05	1.0,1.0,1.0,1.0,1.0	0.35	0.42,0.37,0.31999999999999995,0.27,0.21999999999999997
0.05	1.0,1.0,1.0,1.0,1.0	0.4	0.48,0.43,0.38,0.33,0.27999999999999997
0.05	1.0,1.0,1.0,1.0,1.0	0.45	0.54,0.49000000000000005,0.44000000000000006,0.39000000000000007,0.34
0.05	1.0,1.0,1.0,1.0,1.0	0.5	0.6,0.5499999999999999,0.5,0.45,0.39999999999999997
0.05	1.0,1.0,1.0,1.0,1.0	0.55	0.66,0.61,0.56,0.5100000000000001,0.46
0.05	1.0,1.0,1.0,1.0,1.0	0.6	0.72,0.6699999999999999,0.62,0.5700000000000001,0.52
0.05	1.0,1.0,1.0,1.0,1.0	0.65	0.78,0.73,0.68,0.6300000000000001,0.5800000000000001
0.05	1.0,1.0,1.0,1.0,1.0	0.7	0.84,0.7899999999999999,0.74,0.6900000000000001,0.6399999999999999
0.05	1.0,1.0,1.0,1.0,1.0	0.75	0.8999999999999999,0.8499999999999999,0.7999999999999999,0.75,0.7
0.05	1.0,1.0,1.0,1.0,1.0	0.8	0.96,0.9099999999999999,0.86,0.81,0.76
0.05	1.0,1.0,1.0,1.0,1.0	0.85	1.0,0.97,0.92,0.8700000000000001,0.8200000000000001
0.05	1.0,1.0,1.0,1.0,1.0	0.9	1.0,1.0,0.9800000000000001,0.9300000000000002,0.8800000000000001
0.05	1.0,1.0,1.0,1.0,1.0	0.95	1.0,1.0,1.0,0.99,0.94
0.05	1.0,1.0,1.0,1.0,1.0	1.0	1.0,1.0,1.0,1.0,1.0
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.0	0.0,0.0,0.0,0.0,0.0,0.0
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.05	0.3375,0.14375000000000004,0.06250000000000001,0.009375000000000008,0.0,0.0
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.1	0.675,0.31250000000000006,0.17500000000000002,0.09375000000000001,0.03500000000000001,0.0
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.15	1.0,0.48125,0.2875,0.17812499999999998,0.1025,0.04374999999999999
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.2	1.0,0.6500000000000001,0.4000000000000001,0.2625,0.17,0.10000000000000002
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.25	1.0,0.8187500000000001,0.5125000000000001,0.346875,0.2375,0.15625
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.3	1.0,0.9875,0.625,0.43124999999999997,0.305,0.2125
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.35	1.0,1.0,0.7374999999999999,0.515625,0.37249999999999994,0.26875
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.4	1.0,1.0,0.8500000000000001,0.6000000000000001,0.44000000000000006,0.325
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.45	1.0,1.0,0.9625,0.6843750000000001,0.5075000000000001,0.38125000000000003
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.5	1.0,1.0,1.0,0.76875,0.575,0.4375
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.55	1.0,1.0,1.0,0.8531250000000001,0.6425000000000001,0.4937500000000001
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.6	1.0,1.0,1.0,0.9375,0.71,0.5499999999999999
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.65	1.0,1.0,1.0,1.0,0.7775000000000001,0.6062500000000001
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.7	1.0,1.0,1.0,1.0,0.845,0.6625
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.75	1.0,1.0,1.0,1.0,0.9125,0.71875
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.8	1.0,1.0,1.0,1.0,0.9800000000000001,0.775
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.85	1.0,1.0,1.0,1.0,1.0,0.8312499999999999
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.9	1.0,1.0,1.0,1.0,1.0,0.8875000000000001
0.05	0.25,0.5,0.75,1.0,1.25,1.5	0.95	1.0,1.0,1.0,1.0,1.0,0.94375
0.05	0.25,0.5,0.75,1.0,1.25,1.5	1.0	1.0,1.0,1.0,1.0,1.0,1.0
0.25	1.0	0.0	0.0
0.25	1.0	0.05	0.05
0.25	1.0	0.1	0.1
0.25	1.0	0.15	0.15
0.25	1.0	0.2	0.2
0.25	1.0	0.25	0.25
0.25	1.0	0.3	0.3
0.25	1.0	0.35	0.35
0.25	1.0	0.4	0.4
0.25	1.0	0.45	0.45
0.25	1.0	0.5	0.5
0.25	1.0	0.55	0.55
0.25	1.0	0.6	0.6
0.25	1.0	0.65	0.65
0.25	1.0	0.7	0.7
0.25	1.0	0.75	0.75
0.25	1.0	0.8	0.8
0.25	1.0	0.85	0.85
0.25	1.0	0.9	0.9
0.25	1.0	0.95	0.95
0.25	1.0	1.0	1.0
0.25	1.0,1.0	0.0	0.0,0.0
0.25	1.0,1.0	0.05	0.0625,0.0
0.25	1.0,1.0	0.1	0.125,0.0
0.25	1.0,1.0	0.15	0.1875,0.0
0.25	1.0,1.0	0.2	0.25,0.0
0.25	1.0,1.0	0.25	0.3125,0.0625
0.25	1.0,1.0	0.3	0.375,0.125
0.25	1.0,1.0	0.35	0.4375,0.1875
0.25	1.0,1.0	0.4	0.5,0.25
0.25	1.0,1.0	0.45	0.5625,0.3125
0.25	1.0,1.0	0.5	0.625,0.375
0.25	1.0,1.0	0.55	0.6875,0.4375
0.25	1.0,1.0	0.6	0.75,0.5
0.25	1.0,1.0	0.65	0.8125,0.5625
0.25	1.0,1.0	0.7	0.875,0.625
0.25	1.0,1.0	0.75	0.9375,0.6875
0.25	1.0,1.0	0.8	1.0,0.75
0.25	1.0,1.0	0.85	1.0,0.8125
0.25	1.0,1.0	0.9	1.0,0.875
0.25	1.0,1.0	0.95	1.0,0.9375
0.25	1.0,1.0	1.0	1.0,1.0
0.25	1.0,1.0,1.0	0.0	0.0,0.0,0.0
0.25	1.0,1.0,1.0	0.05	0.07500000000000001,0.0,0.0
0.25	1.0,1.0,1.0	0.1	0.15000000000000002,0.0,0.0
0.25	1.0,1.0,1.0	0.15	0.22499999999999998,0.0,0.0
0.25	1.0,1.0,1.0	0.2	0.30000000000000004,0.050000000000000044,0.0
0.25	1.0,1.0,1.0	0.25	0.375,0.125,0.0
0.25	1.0,1.0,1.0	0.3	0.44999999999999996,0.19999999999999996,0.0
0.25	1.0,1.0,1.0	0.35	0.5249999999999999,0.2749999999999999,0.02499999999999991
0.25	1.0,1.0,1.0	0.4	0.6000000000000001,0.3500000000000001,0.10000000000000009
0.25	1.0,1.0,1.0	0.45	0.675,0.42500000000000004,0.17500000000000004
0.25	1.0,1.0,1.0	0.5	0.75,0.5,0.25
0.25	1.0,1.0,1.0	0.55	0.8250000000000001,0.5750000000000001,0.32500000000000007
0.25	1.0,1.0,1.0	0.6	0.8999999999999999,0.6499999999999999,0.3999999999999999
0.25	1.0,1.0,1.0	0.65	0.9750000000000001,0.7250000000000001,0.4750000000000001
0.25	1.0,1.0,1.0	0.7	1.0,0.7999999999999998,0.5499999999999998
0.25	1.0,1.0,1.0	0.75	1.0,0.875,0.625
0.25	1.0,1.0,1.0	0.8	1.0,0.9500000000000002,0.7000000000000002
0.25	1.0,1.0,1.0	0.85	1.0,1.0,0.7749999999999999
0.25	1.0,1.0,1.0	0.9	1.0,1.0,0.8500000000000001
0.25	1.0,1.0,1.0	0.95	1.0,1.0,0.9249999999999998
0.25	1.0,1.0,1.0	1.0	1.0,1.0,1.0
0.25	3.0,1.0	0.0	0.0,0.0
0.25	3.0,1.0	0.05	0.05000000000000001,0.0
0.25	3.0,1.0	0.1	0.10000000000000002,0.0
0.25	3.0,1.0	0.15	0.15,0.0
0.25	3.0,1.0	0.2	0.20000000000000004,0.0
0.25	3.0,1.0	0.25	0.25,0.0
