# fmn-dmath ground-truth vectors (input bits -> correctly rounded f64 bits)
# generated by scripts/gen_dmath_vectors.py at mpmath prec=150 — regenerate, never hand-edit
0000000000000000	0000000000000000	0000000000000000
bff0000000000000	8000000000000000	bff921fb54442d18
bff0000000000000	3fe0000000000000	bff1b6e192ebbe44
bff0000000000000	bfe0000000000000	c000468a8ace4df6
bff0000000000000	3ff0000000000000	bfe921fb54442d18
bff0000000000000	bff0000000000000	c002d97c7f3321d2
bff0000000000000	7e37e43c8800759c	81a56e1fc2f8f359
bff0000000000000	fe37e43c8800759c	c00921fb54442d18
bff0000000000000	01a56e1fc2f8f359	bff921fb54442d18
bff0000000000000	81a56e1fc2f8f359	bff921fb54442d18
bff0000000000000	7ff0000000000000	0000000000000000
bff0000000000000	fff0000000000000	c00921fb54442d18
7e37e43c8800759c	0000000000000000	3ff921fb54442d18
7e37e43c8800759c	8000000000000000	3ff921fb54442d18
7e37e43c8800759c	3fe0000000000000	3ff921fb54442d18
7e37e43c8800759c	bfe0000000000000	3ff921fb54442d18
7e37e43c8800759c	3ff0000000000000	3ff921fb54442d18
7e37e43c8800759c	bff0000000000000	3ff921fb54442d18
7e37e43c8800759c	7e37e43c8800759c	3fe921fb54442d18
7e37e43c8800759c	fe37e43c8800759c	4002d97c7f3321d2
7e37e43c8800759c	01a56e1fc2f8f359	3ff921fb54442d18
7e37e43c8800759c	81a56e1fc2f8f359	3ff921fb54442d18
7e37e43c8800759c	7ff0000000000000	0000000000000000
7e37e43c8800759c	fff0000000000000	400921fb54442d18
fe37e43c8800759c	0000000000000000	bff921fb54442d18
fe37e43c8800759c	8000000000000000	bff921fb54442d18
fe37e43c8800759c	3fe0000000000000	bff921fb54442d18
fe37e43c8800759c	bfe0000000000000	bff921fb54442d18
fe37e43c8800759c	3ff0000000000000	bff921fb54442d18
fe37e43c8800759c	bff0000000000000	bff921fb54442d18
fe37e43c8800759c	7e37e43c8800759c	bfe921fb54442d18
fe37e43c8800759c	fe37e43c8800759c	c002d97c7f3321d2
fe37e43c8800759c	01a56e1fc2f8f359	bff921fb54442d18
fe37e43c8800759c	81a56e1fc2f8f359	bff921fb54442d18
fe37e43c8800759c	7ff0000000000000	0000000000000000
fe37e43c8800759c	fff0000000000000	c00921fb54442d18
01a56e1fc2f8f359	0000000000000000	3ff921fb54442d18
01a56e1fc2f8f359	8000000000000000	3ff921fb54442d18
01a56e1fc2f8f359	3fe0000000000000	01b56e1fc2f8f359
01a56e1fc2f8f359	bfe0000000000000	400921fb54442d18
01a56e1fc2f8f359	3ff0000000000000	01a56e1fc2f8f359
01a56e1fc2f8f359	bff0000000000000	400921fb54442d18
01a56e1fc2f8f359	7e37e43c8800759c	0000000000000000
01a56e1fc2f8f359	fe37e43c8800759c	400921fb54442d18
01a56e1fc2f8f359	01a56e1fc2f8f359	3fe921fb54442d18
01a56e1fc2f8f359	81a56e1fc2f8f359	4002d97c7f3321d2
01a56e1fc2f8f359	7ff0000000000000	0000000000000000
01a56e1fc2f8f359	fff0000000000000	400921fb54442d18
81a56e1fc2f8f359	0000000000000000	bff921fb54442d18
81a56e1fc2f8f359	8000000000000000	bff921fb54442d18
81a56e1fc2f8f359	3fe0000000000000	81b56e1fc2f8f359
81a56e1fc2f8f359	bfe0000000000000	c00921fb54442d18
81a56e1fc2f8f359	3ff0000000000000	81a56e1fc2f8f359
81a56e1fc2f8f359	bff0000000000000	c00921fb54442d18
81a56e1fc2f8f359	7e37e43c8800759c	8000000000000000
81a56e1fc2f8f359	fe37e43c8800759c	c00921fb54442d18
81a56e1fc2f8f359	01a56e1fc2f8f359	bfe921fb54442d18
81a56e1fc2f8f359	81a56e1fc2f8f359	c002d97c7f3321d2
81a56e1fc2f8f359	7ff0000000000000	0000000000000000
81a56e1fc2f8f359	fff0000000000000	c00921fb54442d18
7ff0000000000000	0000000000000000	3ff921fb54442d18
7ff0000000000000	8000000000000000	3ff921fb54442d18
7ff0000000000000	3fe0000000000000	3ff921fb54442d18
7ff0000000000000	bfe0000000000000	3ff921fb54442d18
7ff0000000000000	3ff0000000000000	3ff921fb54442d18
7ff0000000000000	bff0000000000000	3ff921fb54442d18
7ff0000000000000	7e37e43c8800759c	3ff921fb54442d18
7ff0000000000000	fe37e43c8800759c	3ff921fb54442d18
7ff0000000000000	01a56e1fc2f8f359	3ff921fb54442d18
7ff0000000000000	81a56e1fc2f8f359	3ff921fb54442d18
7ff0000000000000	7ff0000000000000	3fe921fb54442d18
7ff0000000000000	fff0000000000000	4002d97c7f3321d2
fff0000000000000	0000000000000000	bff921fb54442d18
fff0000000000000	8000000000000000	bff921fb54442d18
fff0000000000000	3fe0000000000000	bff921fb54442d18
fff0000000000000	bfe0000000000000	bff921fb54442d18
fff0000000000000	3ff0000000000000	bff921fb54442d18
fff0000000000000	bff0000000000000	bff921fb54442d18
fff0000000000000	7e37e43c8800759c	bff921fb54442d18
fff0000000000000	fe37e43c8800759c	bff921fb54442d18
fff0000000000000	01a56e1fc2f8f359	bff921fb54442d18
fff0000000000000	81a56e1fc2f8f359	bff921fb54442d18
fff0000000000000	7ff0000000000000	bfe921fb54442d18
fff0000000000000	fff0000000000000	c002d97c7f3321d2
c008000000000000	c008000000000000	c002d97c7f3321d2
c008000000000000	c005e9bd37a6f4df	c0027c759dd663e2
c008000000000000	c003d37a6f4de9bd	c002170674e7998f
c008000000000000	c001bd37a6f4de9c	c001a88f48b5a502
c008000000000000	bfff4de9bd37a6f5	c0013088b71e78a5
c008000000000000	bffb21642c8590b2	c000ae965089dece
c008000000000000	bff6f4de9bd37a70	c000229d735c4be4
c008000000000000	bff2c8590b21642d	bfff19bd4d733aa5
c008000000000000	bfed37a6f4de9bd4	bffddc1b801b236d
c008000000000000	bfe4de9bd37a6f50	bffc8ec639786eb5
c008000000000000	bfd90b21642c8590	bffb353e4bf8dcae
c008000000000000	bfc0b21642c85910	bff9d3f4e52f315d
c008000000000000	3fc0b21642c85900	bff87001c35928d4
c008000000000000	3fd90b21642c8590	bff70eb85c8f7d83
c008000000000000	3fe4de9bd37a6f4c	bff5b5306f0feb7c
c008000000000000	3fed37a6f4de9bd4	bff467db286d36c3
c008000000000000	3ff2c8590b21642c	bff32a395b151f8b
c008000000000000	3ff6f4de9bd37a70	bff1febbc1cfc269
c008000000000000	3ffb21642c8590b0	bff0e6ca07749c95
c008000000000000	3fff4de9bd37a6f4	bfefc5ca7496d1ce
c008000000000000	4001bd37a6f4de9c	bfede5b02e3a2059
c008000000000000	4003d37a6f4de9bc	bfec2bd37d724e25
c008000000000000	4005e9bd37a6f4de	bfea9616d9b724d9
c008000000000000	4008000000000000	bfe921fb54442d18
c005e9bd37a6f4df	c008000000000000	c0033683608fdfc2
c005e9bd37a6f4df	c005e9bd37a6f4df	c002d97c7f3321d2
c005e9bd37a6f4df	c003d37a6f4de9bd	c002732be8d4d755
c005e9bd37a6f4df	c001bd37a6f4de9c	c00202b2c6c38646
c005e9bd37a6f4df	bfff4de9bd37a6f5	c001874306ef5824
c005e9bd37a6f4df	bffb21642c8590b2	c00100366ee2fe99
c005e9bd37a6f4df	bff6f4de9bd37a70	c0006d2d98522459
c005e9bd37a6f4df	bff2c8590b21642d	bfff9c6b238c6435
c005e9bd37a6f4df	bfed37a6f4de9bd4	bffe47df3d0dd4d1
c005e9bd37a6f4df	bfe4de9bd37a6f50	bffcdf64d19c1863
c005e9bd37a6f4df	bfd90b21642c8590	bffb67312cd2f434
c005e9bd37a6f4df	bfc0b21642c85910	bff9e4e1d44ad873
c005e9bd37a6f4df	3fc0b21642c85900	bff85f14d43d81bf
c005e9bd37a6f4df	3fd90b21642c8590	bff6dcc57bb565fd
c005e9bd37a6f4df	3fe4de9bd37a6f4c	bff56491d6ec41ce
c005e9bd37a6f4df	3fed37a6f4de9bd4	bff3fc176b7a8560
c005e9bd37a6f4df	3ff2c8590b21642c	bff2a78b84fbf5fc
c005e9bd37a6f4df	3ff6f4de9bd37a70	bff1699b77e4117f
c005e9bd37a6f4df	3ffb21642c8590b0	bff04389cac25cfe
c005e9bd37a6f4df	3fff4de9bd37a6f4	bfee6ae1355353d0
c005e9bd37a6f4df	4001bd37a6f4de9c	bfec7d2236029b48
c005e9bd37a6f4df	4003d37a6f4de9bc	bfeabb3dadbd570c
c005e9bd37a6f4df	4005e9bd37a6f4de	bfe921fb54442d19
c005e9bd37a6f4df	4008000000000000	bfe7addfced13558
c003d37a6f4de9bd	c008000000000000	c0039bf2897eaa15
c003d37a6f4de9bd	c005e9bd37a6f4df	c0033fcd15916c4f
c003d37a6f4de9bd	c003d37a6f4de9bd	c002d97c7f3321d2
c003d37a6f4de9bd	c001bd37a6f4de9c	c00267d34beb12ff
c003d37a6f4de9bd	bfff4de9bd37a6f5	c001e9a5c99335b0
c003d37a6f4de9bd	bffb21642c8590b2	c0015de4ca763c22
c003d37a6f4de9bd	bff6f4de9bd37a70	c000c3c5ca449e52
c003d37a6f4de9bd	bff2c8590b21642d	c0001af9294450fb
c003d37a6f4de9bd	bfed37a6f4de9bd4	bffec7d493fc7aa9
c003d37a6f4de9bd	bfe4de9bd37a6f50	bffd3ffacd08c0c3
c003d37a6f4de9bd	bfd90b21642c8590	bffba36c4c864175
c003d37a6f4de9bd	bfc0b21642c85910	bff9f95caa6341c5
c003d37a6f4de9bd	3fc0b21642c85900	bff84a99fe25186c
c003d37a6f4de9bd	3fd90b21642c8590	bff6a08a5c0218bc
c003d37a6f4de9bd	3fe4de9bd37a6f4c	bff503fbdb7f996e
c003d37a6f4de9bd	3fed37a6f4de9bd4	bff37c22148bdf87
c003d37a6f4de9bd	3ff2c8590b21642c	bff20e0455ffb83b
c003d37a6f4de9bd	3ff6f4de9bd37a70	bff0bc6b13ff1d8d
c003d37a6f4de9bd	3ffb21642c8590b0	bfef105a2737c3da
c003d37a6f4de9bd	3fff4de9bd37a6f4	bfece1562ac3dda2
c003d37a6f4de9bd	4001bd37a6f4de9c	bfeae8a021646864
c003d37a6f4de9bd	4003d37a6f4de9bc	bfe921fb54442d19
c003d37a6f4de9bd	4005e9bd37a6f4de	bfe788b8facb0326
c003d37a6f4de9bd	4008000000000000	bfe618232b160c0c
c001bd37a6f4de9c	c008000000000000	c0040a69b5b09ea2
c001bd37a6f4de9c	c005e9bd37a6f4df	c003b04637a2bd5e
c001bd37a6f4de9c	c003d37a6f4de9bd	c0034b25b27b30a5
c001bd37a6f4de9c	c001bd37a6f4de9c	c002d97c7f3321d2
c001bd37a6f4de9c	bfff4de9bd37a6f5	c00259a710566ddb
c001bd37a6f4de9c	bffb21642c8590b2	c001ca0551b12411
c001bd37a6f4de9c	bff6f4de9bd37a70	c001292acb9e5e98
c001bd37a6f4de9c	bff2c8590b21642d	c000762916cab416
c001bd37a6f4de9c	bfed37a6f4de9bd4	bfff61e880287a22
c001bd37a6f4de9c	bfe4de9bd37a6f50	bffdb5a601769194
c001bd37a6f4de9c	bfd90b21642c8590	bffbed7067a8594e
c001bd37a6f4de9c	bfc0b21642c85910	bffa12a5465464d0
c001bd37a6f4de9c	3fc0b21642c85900	bff831516233f561
c001bd37a6f4de9c	3fd90b21642c8590	bff6568640e000e3
c001bd37a6f4de9c	3fe4de9bd37a6f4c	bff48e50a711c89d
c001bd37a6f4de9c	3fed37a6f4de9bd4	bff2e20e285fe00f
c001bd37a6f4de9c	3ff2c8590b21642c	bff157a47af2f205
c001bd37a6f4de9c	3ff6f4de9bd37a70	bfefe34222973a03
c001bd37a6f4de9c	3ffb21642c8590b0	bfed5fd80a4c241c
c001bd37a6f4de9c	3fff4de9bd37a6f4	bfeb21510fb6fcf7
c001bd37a6f4de9c	4001bd37a6f4de9c	bfe921fb54442d18
c001bd37a6f4de9c	4003d37a6f4de9bc	bfe75b568723f1ce
c001bd37a6f4de9c	4005e9bd37a6f4de	bfe5c6d47285bee9
c001bd37a6f4de9c	4008000000000000	bfe45e467a4e39d7
bfff4de9bd37a6f5	c008000000000000	c00482704747cb00
bfff4de9bd37a6f5	c005e9bd37a6f4df	c0042bb5f776eb80
bfff4de9bd37a6f5	c003d37a6f4de9bd	c003c95334d30df4
bfff4de9bd37a6f5	c001bd37a6f4de9c	c0035951ee0fd5ca
bfff4de9bd37a6f5	bfff4de9bd37a6f5	c002d97c7f3321d2
bfff4de9bd37a6f5	bffb21642c8590b2	c0024772d9496c96
bfff4de9bd37a6f5	bff6f4de9bd37a70	c001a0dc49296b7e
bfff4de9bd37a6f5	bff2c8590b21642d	c000e3c51fa059c4
bfff4de9bd37a6f5	bfed37a6f4de9bd4	c0000f340b81a4f0
bfff4de9bd37a6f5	bfe4de9bd37a6f50	bffe47df3d0dd4d1
bfff4de9bd37a6f5	bfd90b21642c8590	bffc4a83936311da
bfff4de9bd37a6f5	bfc0b21642c85910	bffa32a51baa208b
bfff4de9bd37a6f5	3fc0b21642c85900	bff811518cde39a7
bfff4de9bd37a6f5	3fd90b21642c8590	bff5f97315254857
bfff4de9bd37a6f5	3fe4de9bd37a6f4c	bff3fc176b7a8560
bfff4de9bd37a6f5	3fed37a6f4de9bd4	bff2258e91851051
bfff4de9bd37a6f5	3ff2c8590b21642c	bff07c6c6947a6a8
bfff4de9bd37a6f5	3ff6f4de9bd37a70	bfee047c2c6b0669
bfff4de9bd37a6f5	3ffb21642c8590b0	bfeb6a21ebeb020a
bfff4de9bd37a6f5	3fff4de9bd37a6f4	bfe921fb54442d19
bfff4de9bd37a6f5	4001bd37a6f4de9c	bfe722a598d15d3a
bfff4de9bd37a6f5	4003d37a6f4de9bc	bfe562a07dc47c90
bfff4de9bd37a6f5	4005e9bd37a6f4de	bfe3d91573350661
bfff4de9bd37a6f5	4008000000000000	bfe27e2c33f18863
bffb21642c8590b2	c008000000000000	c0050462addc64d6
bffb21642c8590b2	c005e9bd37a6f4df	c004b2c28f83450b
bffb21642c8590b2	c003d37a6f4de9bd	c004551433f00782
bffb21642c8590b2	c001bd37a6f4de9c	c003e8f3acb51f93
bffb21642c8590b2	bfff4de9bd37a6f5	c0036b86251cd70e
bffb21642c8590b2	bffb21642c8590b2	c002d97c7f3321d2
bffb21642c8590b2	bff6f4de9bd37a70	c0022f368bf3da20
bffb21642c8590b2	bff2c8590b21642d	c00169257715b184
bffb21642c8590b2	bfed37a6f4de9bd4	c0008495326f4bf2
bffb21642c8590b2	bfe4de9bd37a6f50	bfff01ecffc750b1
bffb21642c8590b2	bfd90b21642c8590	bffcc2f32876c44a
bffb21642c8590b2	bfc0b21642c85910	bffa5c707de844b5
bffb21642c8590b2	3fc0b21642c85900	bff7e7862aa0157c
bffb21642c8590b2	3fd90b21642c8590	bff58103801195e6
bffb21642c8590b2	3fe4de9bd37a6f4c	bff34209a8c10980
bffb21642c8590b2	3fed37a6f4de9bd4	bff13acc43a9c24d
bffb21642c8590b2	3ff2c8590b21642c	bfeee35774b9ee52
bffb21642c8590b2	3ff6f4de9bd37a70	bfebcb1321414be0
bffb21642c8590b2	3ffb21642c8590b0	bfe921fb54442d19
bffb21642c8590b2	3fff4de9bd37a6f4	bfe6d9d4bc9d5828
bffb21642c8590b2	4001bd37a6f4de9c	bfe4e41e9e3c3615
bffb21642c8590b2	4003d37a6f4de9bc	bfe3339c81509659
bffb21642c8590b2	4005e9bd37a6f4de	bfe1bce31303a036
bffb21642c8590b2	4008000000000000	bfe07662999f2108
bff6f4de9bd37a70	c008000000000000	c005905b8b09f7c1
bff6f4de9bd37a70	c005e9bd37a6f4df	c00545cb66141f4c
bff6f4de9bd37a70	c003d37a6f4de9bd	c004ef333421a553
bff6f4de9bd37a70	c001bd37a6f4de9c	c00489ce32c7e50d
bff6f4de9bd37a70	bfff4de9bd37a6f5	c004121cb53cd826
bff6f4de9bd37a70	bffb21642c8590b2	c00383c272726984
bff6f4de9bd37a70	bff6f4de9bd37a70	c002d97c7f3321d2
bff6f4de9bd37a70	bff2c8590b21642d	c0020d5d6b1c0b70
bff6f4de9bd37a70	bfed37a6f4de9bd4	c00119a6fe19b276
bff6f4de9bd37a70	bfe4de9bd37a6f50	bffff572aded0be9
bff6f4de9bd37a70	bfd90b21642c8590	bffd648cd67db72a
bff6f4de9bd37a70	bfc0b21642c85910	bffa95531c6d8e60
bff6f4de9bd37a70	3fc0b21642c85900	bff7aea38c1acbd2
bff6f4de9bd37a70	3fd90b21642c8590	bff4df69d20aa306
bff6f4de9bd37a70	3fe4de9bd37a6f4c	bff24e83fa9b4e49
bff6f4de9bd37a70	3fed37a6f4de9bd4	bff010a8ac54f544
bff6f4de9bd37a70	3ff2c8590b21642c	bfec5277a4a086a3
bff6f4de9bd37a70	3ff6f4de9bd37a70	bfe921fb54442d18
bff6f4de9bd37a70	3ffb21642c8590b0	bfe678e387470e52
bff6f4de9bd37a70	3fff4de9bd37a6f4	bfe43f7a7c1d53c8
bff6f4de9bd37a70	4001bd37a6f4de9c	bfe260b485f1202e
bff6f4de9bd37a70	4003d37a6f4de9bc	bfe0cb20808a1f18
bff6f4de9bd37a70	4005e9bd37a6f4de	bfdee17f71806e66
bff6f4de9bd37a70	4008000000000000	bfdc8cfe49d1aabd
bff2c8590b21642d	c008000000000000	c006261a57aca652
bff2c8590b21642d	c005e9bd37a6f4df	c005e4c36ca0118a
bff2c8590b21642d	c003d37a6f4de9bd	c00597ffd521f2aa
bff2c8590b21642d	c001bd37a6f4de9c	c0053ccfe79b8f8e
bff2c8590b21642d	bfff4de9bd37a6f5	c004cf33dec5e9e0
bff2c8590b21642d	bffb21642c8590b2	c00449d387509220
bff2c8590b21642d	bff6f4de9bd37a70	c003a59b934a3835
bff2c8590b21642d	bff2c8590b21642d	c002d97c7f3321d2
bff2c8590b21642d	bfed37a6f4de9bd4	c001daceaa5dc057
bff2c8590b21642d	bfe4de9bd37a6f50	c0009f875343d019
bff2c8590b21642d	bfd90b21642c8590	bffe47df3d0dd4d0
bff2c8590b21642d	bfc0b21642c85910	bffae73bd5e44e5c
bff2c8590b21642d	3fc0b21642c85900	bff75cbad2a40bd6
bff2c8590b21642d	3fd90b21642c8590	bff3fc176b7a8560
bff2c8590b21642d	3fe4de9bd37a6f4c	bff104e80200ba01
bff2c8590b21642d	3fed37a6f4de9bd4	bfed1cb2a799b306
bff2c8590b21642d	3ff2c8590b21642c	bfe921fb54442d19
bff2c8590b21642d	3ff6f4de9bd37a70	bfe5f17f03e7d38f
bff2c8590b21642d	3ffb21642c8590b0	bfe3609f33ce6be0
bff2c8590b21642d	3fff4de9bd37a6f4	bfe14b1dd5f90ce2
bff2c8590b21642d	4001bd37a6f4de9c	bfdf295b6544ec50
bff2c8590b21642d	4003d37a6f4de9bc	bfdc4fdbf911d377
bff2c8590b21642d	4005e9bd37a6f4de	bfd9e9bf3d20dc72
bff2c8590b21642d	4008000000000000	bfd7df07e4bc3634
bfed37a6f4de9bd4	c008000000000000	c006c4eb3e58b1ee
bfed37a6f4de9bd4	c005e9bd37a6f4df	c0068f095fdf593c
bfed37a6f4de9bd4	c003d37a6f4de9bd	c0064f0eb4680650
bfed37a6f4de9bd4	c001bd37a6f4de9c	c0060204be520694
bfed37a6f4de9bd4	bfff4de9bd37a6f5	c005a3c4f2e49eb5
bfed37a6f4de9bd4	bffb21642c8590b2	c0052e63cbf6f7b3
bfed37a6f4de9bd4	bff6f4de9bd37a70	c0049952004c912e
bfed37a6f4de9bd4	bff2c8590b21642d	c003d82a5408834e
bfed37a6f4de9bd4	bfed37a6f4de9bd4	c002d97c7f3321d2
bfed37a6f4de9bd4	bfe4de9bd37a6f50	c001874306ef5825
bfed37a6f4de9bd4	bfd90b21642c8590	bfff9c6b238c6434
bfed37a6f4de9bd4	bfc0b21642c85910	bffb67312cd2f434
bfed37a6f4de9bd4	3fc0b21642c85900	bff6dcc57bb565fe
bfed37a6f4de9bd4	3fd90b21642c8590	bff2a78b84fbf5fc
bfed37a6f4de9bd4	3fe4de9bd37a6f4c	bfee6ae1355353d1
bfed37a6f4de9bd4	3fed37a6f4de9bd4	bfe921fb54442d18
bfed37a6f4de9bd4	3ff2c8590b21642c	bfe5274400eea72b
bfed37a6f4de9bd4	3ff6f4de9bd37a70	bfe222a54fde6fa8
bfed37a6f4de9bd4	3ffb21642c8590b0	bfdf9cbc4269ab2d
bfed37a6f4de9bd4	3fff4de9bd37a6f4	bfdbf1b30afc731c
bfed37a6f4de9bd4	4001bd37a6f4de9c	bfd8ffb4af913425
bfed37a6f4de9bd4	4003d37a6f4de9bc	bfd69764fee13645
bfed37a6f4de9bd4	4005e9bd37a6f4de	bfd4978fa3269ee2
bfed37a6f4de9bd4	4008000000000000	bfd2e880af5bd953
bfe4de9bd37a6f50	c008000000000000	c0076b95e1aa0c4a
bfe4de9bd37a6f50	c005e9bd37a6f4df	c007434695983773
bfe4de9bd37a6f50	c003d37a6f4de9bd	c00712fb97e1e343
bfe4de9bd37a6f50	c001bd37a6f4de9c	c006d825fdaafada
bfe4de9bd37a6f50	bfff4de9bd37a6f5	c0068f095fdf593c
bfe4de9bd37a6f50	bffb21642c8590b2	c00632027e829b4c
bfe4de9bd37a6f50	bff6f4de9bd37a70	c005b83fa76fbdb0
bfe4de9bd37a6f50	bff2c8590b21642d	c0051371ab22738c
bfe4de9bd37a6f50	bfed37a6f4de9bd4	c0042bb5f776eb80
bfe4de9bd37a6f50	bfe4de9bd37a6f50	c002d97c7f3321d2
bfe4de9bd37a6f50	bfd90b21642c8590	c000e3c51fa059c4
bfe4de9bd37a6f50	bfc0b21642c85910	bffc4a83936311da
bfe4de9bd37a6f50	3fc0b21642c85900	bff5f97315254859
bfe4de9bd37a6f50	3fd90b21642c8590	bff07c6c6947a6a9
bfe4de9bd37a6f50	3fe4de9bd37a6f4c	bfe921fb54442d1b
bfe4de9bd37a6f50	3fed37a6f4de9bd4	bfe3d91573350662
bfe4de9bd37a6f50	3ff2c8590b21642c	bfe03a26a486e633
bfe4de9bd37a6f50	3ff6f4de9bd37a70	bfdb4ddd66a37b42
bfe4de9bd37a6f50	3ffb21642c8590b0	bfd77fc6ae0c8e66
bfe4de9bd37a6f50	3fff4de9bd37a6f4	bfd4978fa3269ee4
bfe4de9bd37a6f50	4001bd37a6f4de9c	bfd24eaab4c991f0
bfe4de9bd37a6f50	4003d37a6f4de9bc	bfd077fde3124ead
bfe4de9bd37a6f50	4005e9bd37a6f4de	bfcdeb4beabf5a5b
bfe4de9bd37a6f50	4008000000000000	bfcb665729a20ce4
bfd90b21642c8590	c008000000000000	c0081859d869d54d
bfd90b21642c8590	c005e9bd37a6f4df	c007ff6067fcc98b
bfd90b21642c8590	c003d37a6f4de9bd	c007e142d82322ea
bfd90b21642c8590	c001bd37a6f4de9c	c007bc40ca9216fe
bfd90b21642c8590	bfff4de9bd37a6f5	c0078db734b4bab8
bfd90b21642c8590	bffb21642c8590b2	c007517f6a2ae17f
bfd90b21642c8590	bff6f4de9bd37a70	c00700b29327680f
bfd90b21642c8590	bff2c8590b21642d	c0068f095fdf593c
bfd90b21642c8590	bfed37a6f4de9bd4	c005e4c36ca0118a
bfd90b21642c8590	bfe4de9bd37a6f50	c004cf33dec5e9e0
bfd90b21642c8590	bfd90b21642c8590	c002d97c7f3321d2
bfd90b21642c8590	bfc0b21642c85910	bffe47df3d0dd4d2
bfd90b21642c8590	3fc0b21642c85900	bff3fc176b7a8563
bfd90b21642c8590	3fd90b21642c8590	bfe921fb54442d18
bfd90b21642c8590	3fe4de9bd37a6f4c	bfe14b1dd5f90ce2
bfd90b21642c8590	3fed37a6f4de9bd4	bfd9e9bf3d20dc70
bfd90b21642c8590	3ff2c8590b21642c	bfd4978fa3269ee1
bfd90b21642c8590	3ff6f4de9bd37a70	bfd10a4608e62849
bfd90b21642c8590	3ffb21642c8590b0	bfcd07bea194b993
bfd90b21642c8590	3fff4de9bd37a6f4	bfc94441f8f7260b
bfd90b21642c8590	4001bd37a6f4de9c	bfc65ba89b2161aa
bfd90b21642c8590	4003d37a6f4de9bc	bfc40b87c210a2e6
bfd90b21642c8590	4005e9bd37a6f4de	bfc229aec47638dd
bfd90b21642c8590	4008000000000000	bfc09a17bda57cad
bfc0b21642c85910	c008000000000000	c008c8fe8bceaaf6
bfc0b21642c85910	c005e9bd37a6f4df	c008c0881440d76b
bfc0b21642c85910	c003d37a6f4de9bd	c008b64aa934a2c2
